Date;Station ID;Depth ;Salinity;NH4;NO32;Dissolved_Inorganic_(NH4_NO32);Dissolved_Organic_(TDN-DIN);SUM_Total_Dissolved;Particulate_(TN_TDN);Total_N_measured;Particulate_Nitrogen_measured;Total_N_(PN_TDN);Dissolved_Inorganic_P_(DRP);Dissolved_Organic_(TDP_DRP);Total_Dissolved_P_(TDP);Particulate_P_(TP_TDP);Total_P_(TP);;;
2018-03-15;18;2;30;6,00;18,92;24,92;6,50;31,41;;;8,35;39,77;1,89;0,11;2,00;0,19;2,20;;;
2018-03-15;27;2;28;9,85;40,77;50,62;11,49;62,11;;;5,64;67,75;4,26;0,55;4,81;0,10;4,91;;;
2018-03-15;32;2;25;5,28;68,97;74,25;14,28;88,53;;;11,57;100,09;6,30;0,39;6,68;0,29;6,97;;;
2018-03-15;36;2;21;8,07;132,08;140,15;26,92;167,06;;;29,84;196,91;9,23;0,64;9,87;2,56;12,43;;;
2018-03-15;657;2;0;21,42;23,56;44,98;9,85;54,83;;;4,43;59,26;2,24;0,53;2,78;0,16;2,94;;;
2018-03-26;18;2;23;8,50;21,28;29,77;10,21;39,98;;;3,21;43,19;2,27;0,06;2,32;0,00;2,32;;;
2018-03-26;27;2;27;12,42;38,20;50,62;10,07;60,69;;;2,21;62,90;3,87;0,71;4,58;-0,32;4,26;;;
2018-03-26;32;2;26;5,64;49,90;55,54;13,71;69,25;;;7,85;77,11;5,39;0,39;5,78;-0,16;5,62;;;
2018-03-26;36;2;24;3,00;50,33;53,33;19,49;72,82;;;22,42;95,24;5,91;0,68;6,59;1,39;7,97;;;
2018-04-09;18;2;21;6,50;21,85;28,34;14,49;42,84;;;5,43;48,26;2,10;-0,06;2,03;0,26;2,29;;;
2018-04-09;27;2;24;7,85;30,20;38,05;7,64;45,69;;;10,85;56,54;3,62;-0,55;3,07;0,19;3,26;;;
2018-04-09;32;2;24;5,71;19,28;24,99;15,71;40,69;;;24,63;65,33;4,20;0,06;4,26;1,49;5,75;;;
2018-04-09;36;2;22;2,43;25,06;27,49;18,21;45,69;;;21,70;67,40;5,00;0,00;5,00;1,61;6,62;;;
2018-04-18;6;2;0;4,85;16,92;21,78;10,49;32,27;;;4,21;36,48;2,13;-0,36;1,78;1,16;2,94;;;
2018-04-18;13;2;11;4,14;17,56;21,70;10,42;32,13;;;10,35;42,48;1,80;0,07;1,87;1,29;3,16;;;
2018-04-18;18;2;24;3,93;18,28;22,20;4,93;27,13;;;5,93;33,06;2,04;-0,27;1,78;0,26;2,03;;;
2018-04-18;27;2;23;2,28;15,35;17,63;10,92;28,56;;;11,57;40,12;3,18;0,12;3,29;0,74;4,04;;;
2018-04-18;32;2;23;0,79;3,36;4,14;16,56;20,70;;;31,77;52,47;4,20;0,19;4,39;2,52;6,91;;;
2018-04-18;34;2;21;1,07;6,78;7,85;17,85;25,70;;;64,04;89,74;5,39;0,03;5,42;7,81;13,24;;;
2018-04-18;657;2;0;9,57;14,21;23,77;9,92;33,70;;;2,21;35,91;1,98;0,12;2,10;0,45;2,55;;;
2018-05-07;6;2;1;4,21;18,35;22,56;27,06;49,62;;;16,78;66,40;2,28;-0,08;2,20;3,03;5,23;;;
2018-05-07;13;2;14;5,57;19,49;25,06;15,64;40,69;;;;;2,66;-0,34;2,32;-0,61;1,71;;;
2018-05-07;18;2;25;3,86;15,71;19,56;8,28;27,84;;;9,64;37,48;2,03;0,03;2,07;0,29;2,36;;;
2018-05-07;27;2;24;5,57;6,21;11,78;10,35;22,13;;;7,43;29,56;3,71;0,13;3,84;0,19;4,04;;;
2018-05-07;32;2;23;2,43;4,85;7,28;14,85;22,13;;;8,35;30,49;4,75;-0,06;4,68;0,45;5,13;;;
2018-05-07;36;2;22;9,21;18,35;27,56;-9,71;17,85;;;10,14;27,99;7,30;0,71;8,01;0,77;8,78;;;
2018-05-07;657;2;0;20,63;12,14;32,77;-0,86;31,91;;;2,50;34,41;2,40;0,22;2,62;0,23;2,84;;;
2018-05-17;18;2;28;4,57;16,85;21,42;5,71;27,13;;;11,85;38,98;2,36;-0,13;2,23;0,90;3,13;;;
2018-05-17;27;2;25;8,14;12,57;20,70;10,71;31,41;;;9,35;40,77;5,49;-0,77;4,71;1,00;5,71;;;
2018-05-17;32;2;23;7,78;24,85;32,63;18,06;50,69;;;10,57;61,26;7,26;0,42;7,68;0,74;8,43;;;
2018-05-17;36;2;22;12,49;54,97;67,47;10,35;77,82;;;44,34;122,16;11,07;-0,03;11,04;6,36;17,40;;;
2018-06-06;18;2;28;3,78;20,49;24,27;5,71;29,99;;;10,35;40,34;2,47;-0,12;2,36;0,48;2,84;;;
2018-06-06;27;2;27;5,85;19,42;25,27;11,14;36,41;;;11,07;47,48;5,04;-0,16;4,88;0,32;5,20;;;
2018-06-06;32;2;25;5,00;22,35;27,34;14,78;42,12;;;10,57;52,69;6,84;-0,10;6,75;0,74;7,49;;;
2018-06-06;36;2;24;12,42;42,91;55,33;23,92;79,25;;;10,57;89,81;10,20;0,52;10,72;0,55;11,27;;;
2018-06-11;6;2;6;5,71;45,48;51,19;9,28;60,47;;;11,07;71,54;3,13;-0,42;2,71;0,84;3,55;;;
2018-06-11;13;2;23;3,57;22,28;25,84;9,85;35,70;;;10,14;45,84;2,98;-0,20;2,78;0,29;3,07;;;
2018-06-11;18;2;31;3,00;24,20;27,20;4,21;31,41;;;10,85;42,27;2,58;-0,13;2,45;0,39;2,84;;;
2018-06-11;27;2;28;5,28;20,49;25,77;14,21;39,98;;;11,07;51,05;5,75;-0,16;5,59;0,71;6,30;;;
2018-06-11;32;2;25;9,92;48,41;58,33;22,35;80,68;;;13,07;93,74;10,07;0,19;10,27;1,49;11,75;;;
2018-06-11;34;2;23;14,71;77,82;92,53;28,84;121,37;;;36,70;158,07;13,08;0,68;13,75;5,26;19,02;;;
2018-06-11;657;2;0;18,85;18,06;36,91;5,50;42,41;;;2,00;44,41;2,56;0,25;2,81;0,13;2,94;;;
2018-07-12;6;2;8;2,93;27,77;30,70;8,57;39,27;;;3,86;43,12;2,90;0,04;2,94;0,68;3,62;;;
2018-07-12;13;2;25;3,86;20,85;24,70;6,71;31,41;;;6,21;37,62;3,13;-0,07;3,07;2,03;5,10;;;
2018-07-12;18;2;32;10,35;15,71;26,06;2,50;28,56;;;6,21;34,77;2,45;0,52;2,97;2,74;5,71;;;
2018-07-12;27;2;30;7,64;21,42;29,06;11,64;40,69;;;7,85;48,55;7,01;-0,90;6,10;6,04;12,14;;;
2018-07-12;32;2;27;13,21;40,98;54,19;20,06;74,25;;;12,99;87,24;12,24;-0,19;12,04;-6,55;5,49;;;
2018-07-12;34;2;24;22,77;71,39;94,17;35,77;129,94;;;42,91;172,85;14,27;2,36;16,63;0,26;16,89;;;
2018-07-12;657;2;0;11,78;16,63;28,41;2,64;31,06;;;;;2,19;0,86;3,04;-0,28;2,77;;;
2018-07-20;18;2;31;9,64;15,35;24,99;3,57;28,56;;;9,07;37,62;2,65;0,03;2,68;2,68;5,36;;;
2018-07-20;27;2;30;11,57;28,70;40,27;6,14;46,41;;;5,64;52,05;6,44;-0,50;5,94;-2,65;3,29;;;
2018-07-20;32;2;29;9,50;24,77;34,27;13,56;47,83;;;7,35;55,19;8,56;-0,84;7,72;1,45;9,17;;;
2018-07-20;36;2;28;15,06;29,06;44,12;15,85;59,97;;;9,57;69,54;10,98;-0,23;10,75;1,29;12,04;;;
2018-08-03;18;2;30;9,57;17,49;27,06;12,21;39,27;;;4,07;43,34;2,97;0,03;3,00;6,04;9,04;;;
2018-08-03;27;2;30;10,00;24,63;34,63;8,92;43,55;;;7,57;51,12;7,51;-0,66;6,84;-0,94;5,91;;;
2018-08-03;32;2;30;5,28;16,21;21,49;14,21;35,70;;;4,43;40,12;8,36;-0,23;8,14;11,85;19,98;;;
2018-08-03;36;2;28;15,42;34,70;50,12;23,42;73,54;;;7,85;81,39;13,85;-0,42;13,43;-0,36;13,08;;;
2018-08-14;6;2;8;3,43;21,49;24,92;9,35;34,27;;;9,57;43,84;2,94;-0,07;2,87;1,74;4,62;;;
2018-08-14;13;2;25;6,93;22,92;29,84;6,57;36,41;;;6,93;43,34;3,55;-0,48;3,07;2,16;5,23;;;
2018-08-14;18;2;31;5,57;20,70;26,27;5,14;31,41;;;11,78;43,19;2,91;-0,04;2,87;3,52;6,39;;;
2018-08-14;27;2;30;8,57;25,13;33,70;11,99;45,69;;;23,77;69,47;7,43;-1,19;6,23;1,16;7,39;;;
2018-08-14;32;2;30;5,93;16,78;22,70;16,56;39,27;;;11,28;50,55;9,07;2,58;11,66;0,13;11,78;;;
2018-08-14;36;2;30;16,28;42,41;58,69;31,27;89,96;;;8,35;98,31;13,56;-0,77;12,79;3,49;16,27;;;
2018-08-14;657;2;0;10,00;10,42;20,42;4,43;24,85;;;;;2,39;0,71;3,10;-0,39;2,71;;;
2018-09-18;6;2;11;4,85;24,70;29,56;7,57;37,13;;;1,71;38,84;3,26;-0,10;3,16;0,55;3,71;;;
2018-09-18;13;2;27;5,00;21,63;26,63;6,93;33,56;;;5,93;39,48;2,94;0,26;3,20;0,45;3,65;;;
2018-09-18;18;2;31;7,35;18,13;25,49;5,21;30,70;;;4,93;35,63;2,53;0,31;2,84;0,45;3,29;;;
2018-09-18;27;2;31;10,92;27,06;37,98;6,28;44,26;;;4,64;48,91;6,97;0,29;7,26;0,94;8,20;;;
2018-09-18;32;2;31;7,07;30,13;37,20;14,92;52,12;;;7,14;59,26;10,27;-0,06;10,20;2,68;12,88;;;
2018-09-18;36;2;29;15,64;57,76;73,39;24,42;97,81;;;18,92;116,73;13,40;2,49;15,88;5,10;20,99;;;
2018-09-18;657;2;0;13,21;11,85;25,06;4,21;29,27;;;;29,27;3,04;1,16;4,20;-0,97;3,23;;;
2018-10-17;6;2;14;7,28;22,92;30,20;8,35;38,55;;;2,43;40,98;3,39;-0,32;3,07;0,42;3,49;;;
2018-10-17;13;2;28;3,43;18,21;21,63;6,21;27,84;;;3,21;31,06;2,85;0,02;2,87;1,03;3,91;;;
2018-10-17;18;2;31;6,07;15,35;21,42;4,28;25,70;;;2,71;28,41;2,35;-0,03;2,32;0,32;2,65;;;
2018-10-17;27;2;31;0,79;36,91;37,70;10,14;47,83;;;2,43;50,26;7,30;1,00;8,30;0,13;8,43;;;
2018-10-17;32;2;31;5,21;32,06;37,27;17,71;54,97;;;3,43;58,40;10,23;0,48;10,72;0,45;11,17;;;
2018-10-17;36;2;30;11,35;60,47;71,82;20,28;92,10;;;9,35;101,45;12,69;1,65;14,33;1,84;16,17;;;
2018-10-17;657;2;0;13,56;24,70;38,27;8,50;46,76;;;;46,76;3,11;0,61;3,71;0,03;3,75;;;
2018-10-26;18;2;31;6,71;13,21;19,92;4,36;24,27;;;3,21;27,49;2,34;-0,08;2,26;0,45;2,71;;;
2018-10-26;27;2;31;1,57;37,70;39,27;11,42;50,69;;;4,64;55,33;7,30;0,77;8,07;0,45;8,52;;;
2018-10-26;32;2;31;3,93;37,20;41,12;15,99;57,12;;;6,85;63,97;8,94;1,16;10,11;1,87;11,98;;;
2018-10-26;36;2;30;8,14;58,47;66,61;17,63;84,25;;;11,07;95,31;11,66;0,90;12,56;4,55;17,11;;;
2018-11-15;13;2;27;5,28;21,42;26,70;5,43;32,13;;;2,21;34,34;2,88;-0,11;2,78;0,84;3,62;;;
2018-11-15;18;2;32;4,50;18,28;22,77;6,50;29,27;;;3,71;32,98;2,37;0,15;2,52;0,13;2,65;;;
2018-11-15;27;2;31;;39,62;39,62;12,49;52,12;;;4,14;56,26;7,04;0,29;7,33;1,03;8,36;;;
2018-11-15;32;2;31;1,43;53,97;55,40;15,28;70,68;;;2,71;73,39;10,30;0,32;10,62;0,65;11,27;;;
2018-11-15;36;2;30;6,21;79,25;85,46;21,63;107,09;;;4,64;111,73;13,30;0,26;13,56;1,61;15,17;;;
2018-12-05;6;2;10;12,14;30,20;42,34;9,07;51,40;;;6,07;57,47;2,93;-0,15;2,78;1,74;4,52;;;
2018-12-05;13;2;29;8,35;19,06;27,42;4,00;31,41;;;3,71;35,13;2,45;0,00;2,45;0,68;3,13;;;
2018-12-05;18;2;32;4,57;10,00;14,56;4,00;18,56;;;5,14;23,70;1,59;-0,04;1,55;0,29;1,84;;;
2018-12-05;27;2;31;;45,34;45,34;11,78;57,12;;;7,14;64,25;6,62;0,36;6,97;1,87;8,85;;;
2018-12-05;32;2;29;4,93;64,97;69,90;12,21;82,10;;;11,57;93,67;9,36;0,00;9,36;4,00;13,37;;;
2018-12-05;36;2;26;13,07;92,81;105,88;21,20;127,08;;;32,91;159,99;12,30;-0,13;12,17;10,88;23,05;;;
2018-12-05;657;2;0;15,28;30,84;46,12;12,49;58,61;;;2,93;61,54;3,02;1,44;4,46;0,13;4,58;;;
2018-12-14;18;2;30;8,07;17,42;25,49;5,21;30,70;;;1,71;32,41;2,48;-0,09;2,39;0,19;2,58;;;
2018-12-14;27;2;31;3,86;50,76;54,62;10,35;64,97;;;2,00;66,97;7,30;0,23;7,52;0,77;8,30;;;
2018-12-14;32;2;29;5,71;64,83;70,54;18,71;89,24;;;4,93;94,17;8,88;0,23;9,10;2,32;11,43;;;
2018-12-14;36;2;28;8,35;83,53;91,88;17,35;109,23;;;7,14;116,37;10,62;-0,42;10,20;2,29;12,49;;;
2019-01-30;18;2;26;11,78;23,35;35,13;-20,56;14,56;;;6,57;21,13;2,48;0,20;2,68;-0,10;2,58;;;
2019-01-30;27;2;25;18,35;38,27;56,62;-15,92;40,69;;;5,64;46,33;3,84;-0,13;3,71;0,74;4,46;;;
2019-01-30;32;2;27;15,92;51,12;67,04;-14,92;52,12;;;5,14;57,26;5,59;-0,77;4,81;0,74;5,55;;;
2019-01-30;36;2;26;14,92;76,39;91,31;-18,49;72,82;;;9,50;82,32;7,26;-0,45;6,81;1,23;8,04;;;
2019-02-20;6;2;0;4,21;26,70;30,91;12,85;43,76;;;17,35;61,11;1,96;0,85;2,81;4,33;7,14;;;
2019-02-20;13;2;5;7,14;30,56;37,70;15,06;52,76;;;7,85;60,61;2,47;0,21;2,68;2,23;4,91;;;
2019-02-20;18;2;21;9,35;24,42;33,77;-8,07;25,70;;;4,14;29,84;2,51;0,20;2,71;0,10;2,81;;;
2019-02-20;27;2;22;16,85;43,12;59,97;-10,71;49,26;;;9,50;58,76;4,13;-0,26;3,87;1,23;5,10;;;
2019-02-20;32;2;16;11,28;61,83;73,11;8,28;81,39;;;17,56;98,95;5,62;-0,36;5,26;3,10;8,36;;;
2019-02-20;34;2;13;12,28;73,54;85,82;11,99;97,81;;;42,77;140,58;5,68;-0,36;5,33;11,53;16,85;;;
2019-02-20;657;2;0;4,21;21,06;25,27;9,78;35,05;;;10,99;46,05;1,96;0,95;2,91;2,94;5,84;;;
2019-03-14;18;2;10;6,57;19,21;25,77;4,93;30,70;;;3,43;34,13;2,19;0,46;2,65;-0,03;2,62;;;
2019-03-14;27;2;15;9,57;26,84;36,41;3,57;39,98;;;12,21;52,19;2,65;0,06;2,71;0,61;3,33;;;
2019-03-14;32;2;15;5,35;51,19;56,54;10,57;67,11;;;16,63;83,75;4,81;-0,42;4,39;1,00;5,39;;;
2019-03-14;36;2;13;7,43;79,96;87,39;8,28;95,67;;;16,85;112,52;6,36;0,36;6,72;0,74;7,46;;;
2019-03-20;6;2;0;3,36;20,49;23,85;9,57;33,41;;;8,57;41,98;1,83;0,56;2,39;1,07;3,45;;;
2019-03-20;13;2;8;6,14;18,06;24,20;6,50;30,70;;;4,43;35,13;2,14;0,67;2,81;-0,16;2,65;;;
2019-03-20;18;2;22;8,28;12,64;20,92;-11,14;9,78;;;8,28;18,06;1,70;0,17;1,87;0,19;2,07;;;
2019-03-20;27;2;15;10,71;28,20;38,91;1,78;40,69;;;6,35;47,05;2,94;0,09;3,03;0,32;3,36;;;
2019-03-20;32;2;12;3,07;62,47;65,54;10,85;76,39;;;11,71;88,10;6,33;-0,58;5,75;1,55;7,30;;;
2019-03-20;34;2;11;4,71;83,53;88,24;13,14;101,38;;;42,05;143,43;7,07;-0,06;7,01;7,72;14,72;;;
2019-03-20;657;2;15;3,00;12,49;15,49;7,50;22,99;;;6,14;29,13;1,80;1,37;3,16;0,61;3,78;;;
2019-03-28;18;2;18;4,36;14,28;18,63;1,36;19,99;;;4,14;24,13;1,89;0,24;2,13;0,29;2,42;;;
2019-03-28;27;2;17;6,85;21,06;27,92;-5,78;22,13;;;5,64;27,77;2,62;0,22;2,84;-0,03;2,81;;;
2019-03-28;32;2;15;7,07;34,27;41,34;8,64;49,98;;;6,14;56,12;4,00;-0,19;3,81;0,55;4,36;;;
2019-03-28;36;2;14;7,85;42,98;50,83;6,28;57,12;;;6,35;63,47;4,84;-0,16;4,68;0,77;5,46;;;
2019-04-18;18;2;21;2,86;13,78;16,63;1,93;18,56;;;7,50;26,06;2,05;-0,47;1,58;0,58;2,16;;;
2019-04-18;27;2;18;1,50;4,14;5,64;5,07;10,71;;;11,57;22,28;1,54;0,17;1,71;0,90;2,62;;;
2019-04-18;32;2;16;2,00;6,64;8,64;10,64;19,28;;;15,28;34,55;4,81;-1,07;3,75;0,87;4,62;;;
2019-04-18;36;2;15;2,07;27,92;29,99;13,56;43,55;;;20,06;63,61;8,49;-2,39;6,10;2,45;8,56;;;
2019-04-25;6;2;0;2,43;10,78;13,21;6,14;19,35;;;7,28;26,63;1,76;0,25;2,00;0,45;2,45;;;
2019-04-25;13;2;7;4,07;14,71;18,78;0,93;19,70;;;7,78;27,49;1,88;0,26;2,13;0,39;2,52;;;
2019-04-25;18;2;19;1,43;13,07;14,49;2,64;17,13;;;8,00;25,13;2,03;-0,35;1,68;0,32;2,00;;;
2019-04-25;27;2;18;0,50;0,80;1,30;7,27;8,57;;;14,56;23,13;1,84;0,20;2,03;0,87;2,91;;;
2019-04-25;32;2;16;2,43;13,85;16,28;15,85;32,13;;;13,78;45,91;5,10;0,52;5,62;0,87;6,49;;;
2019-04-25;36;2;15;6,71;36,84;43,55;14,28;57,83;;;11,57;69,40;7,85;1,39;9,23;0,32;9,56;;;
2019-04-25;657;2;0;7,21;4,21;11,42;9,35;20,78;;;5,78;26,56;0,94;0,87;1,81;0,55;2,36;;;
2019-05-14;6;2;0;3,21;13,56;16,78;5,78;22,56;;;8,78;31,34;1,94;-0,13;1,81;0,84;2,65;;;
2019-05-14;13;2;14;5,21;10,64;15,85;3,43;19,28;;;6,78;26,06;2,48;-0,48;2,00;0,48;2,49;;;
2019-05-14;18;2;27;6,14;7,35;13,49;0,07;13,56;;;8,78;22,35;1,75;-0,30;1,45;0,32;1,78;;;
2019-05-14;27;2;21;5,78;5,35;11,14;2,43;13,56;;;10,99;24,56;3,05;-0,11;2,94;0,74;3,68;;;
2019-05-14;32;2;18;8,14;11,99;20,13;11,28;31,41;;;8,50;39,91;6,36;0,42;6,78;1,03;7,81;;;
2019-05-14;36;2;16;10,92;56,54;67,47;17,49;84,96;;;38,77;123,73;15,79;-3,58;12,20;9,65;21,86;;;
2019-05-14;657;2;0;10,64;4,28;14,92;11,78;26,70;;;3,36;30,06;1,20;0,47;1,68;0,13;1,81;;;
2019-05-28;18;2;27;5,64;11,28;16,92;0,93;17,85;;;5,50;23,35;2,34;-0,46;1,87;0,36;2,23;;;
2019-05-28;27;2;21;10,00;15,28;25,27;3,28;28,56;;;9,50;38,05;4,58;0,13;4,71;0,19;4,91;;;
2019-05-28;32;2;18;8,92;29,56;38,48;10,07;48,55;;;10,78;59,33;6,88;-0,39;6,49;1,68;8,17;;;
2019-05-28;36;2;16;10,49;56,76;67,25;16,99;84,25;;;7,71;91,96;12,17;-2,26;9,91;0,94;10,85;;;
2019-06-04;6;2;0;5,64;13,14;18,78;4,78;23,56;;;4,50;28,06;1,53;0,40;1,94;0,61;2,55;;;
2019-06-04;13;2;9;5,78;15,28;21,06;2,50;23,56;;;8,00;31,56;2,10;0,03;2,13;1,23;3,36;;;
2019-06-04;18;2;24;6,14;14,49;20,63;-0,64;19,99;;;6,50;26,49;2,34;-0,47;1,87;0,58;2,45;;;
2019-06-04;27;2;20;10,28;22,70;32,98;6,28;39,27;;;9,00;48,26;5,91;0,84;6,75;0,52;7,26;;;
2019-06-04;32;2;18;8,42;59,69;68,11;14,71;82,82;;;26,34;109,16;12,30;-1,71;10,59;4,62;15,21;;;
2019-06-04;34;2;16;7,78;93,53;101,31;19,35;120,66;;;97,10;217,75;16,79;-3,65;13,14;22,37;35,51;;;
2019-06-04;657;2;0;6,14;5,14;11,28;10,64;21,92;;;1,43;23,35;1,33;1,26;2,58;-0,23;2,36;;;
2019-06-25;18;2;23;4,64;12,99;17,63;1,64;19,28;;;10,00;29,27;2,52;-0,71;1,81;0,71;2,52;;;
2019-06-25;27;2;22;3,86;18,56;22,42;6,14;28,56;;;9,50;38,05;6,10;-0,65;5,46;0,71;6,17;;;
2019-06-25;32;2;21;6,78;21,28;28,06;14,06;42,12;;;8,78;50,90;10,40;-1,26;9,14;0,29;9,43;;;
2019-06-25;36;2;20;9,92;45,26;55,19;13,35;68,54;;;8,21;76,75;16,92;-4,39;12,53;1,45;13,98;;;
2019-07-01;6;2;2;3,36;15,06;18,42;2,93;21,35;;;8,50;29,84;1,98;0,15;2,13;0,84;2,97;;;
2019-07-01;13;2;19;4,28;12,35;16,63;1,93;18,56;;;7,78;26,34;2,78;-0,62;2,16;0,84;3,00;;;
2019-07-01;18;2;27;5,35;8,85;14,21;0,07;14,28;;;10,28;24,56;2,14;0,03;2,16;0,06;2,23;;;
2019-07-01;27;2;22;4,00;16,71;20,70;8,57;29,27;;;8,50;37,77;7,17;0,36;7,52;0,32;7,85;;;
2019-07-01;32;2;20;4,43;54,62;59,04;22,35;81,39;;;15,06;96,45;19,63;-5,39;14,24;2,45;16,69;;;
2019-07-01;34;2;18;7,71;117,09;124,80;34,41;159,21;;;31,34;190,55;24,70;-4,36;20,34;5,88;26,22;;;
2019-07-01;657;2;0;19,42;8,42;27,84;7,71;35,55;;;3,36;38,91;3,33;-0,87;2,45;0,06;2,52;;;
2019-07-24;18;2;28;5,71;16,35;22,06;-0,64;21,42;;;7,28;28,70;3,05;-0,24;2,81;0,10;2,91;;;
2019-07-24;27;2;26;4,93;15,35;20,28;6,35;26,63;;;6,00;32,63;5,62;-0,06;5,55;0,48;6,04;;;
2019-07-24;32;2;24;9,42;21,28;30,70;11,42;42,12;;;9,78;51,90;14,11;-4,04;10,07;1,03;11,11;;;
2019-07-24;36;2;22;14,35;50,55;64,90;16,49;81,39;;;8,92;90,31;16,66;-2,65;14,01;1,49;15,50;;;
2019-08-01;6;2;5;1,0;13,1;14,1;7,2;21,3;;;7,7;29,0;2,1;-0,4;1,6;0,9;2,6;;;
2019-08-01;13;2;21;4,0;13,4;17,5;6,1;23,6;;;10,9;34,4;3,0;-0,1;2,9;1,1;4,0;;;
2019-08-01;18;2;29;5,1;9,1;14,2;5,7;20,0;;;7,4;27,4;2,3;-0,4;1,9;0,8;2,7;;;
2019-08-01;27;2;25;7,4;12,2;19,6;11,8;31,4;;;4,6;36,0;7,7;-0,5;7,2;1,3;8,5;;;
2019-08-01;32;2;23;8,7;41,7;50,4;20,3;70,7;;;13,9;84,6;14,6;-1,7;12,9;2,8;15,7;;;
2019-08-01;34;2;21;13,3;83,5;96,8;31,7;128,5;;;109,9;238,5;18,2;-0,7;17,6;28,0;45,5;;;
2019-08-01;657;2;0;6,1;10,6;16,8;6,6;23,3;;;4,1;27,4;2,4;0,0;2,4;0,2;2,6;;;
2019-08-22;18;2;28;6,7;13,8;20,5;3,8;24,3;;;12,3;36,6;2,8;-0,2;2,6;0,3;2,9;;;
2019-08-22;27;2;28;10,7;19,7;30,4;7,4;37,8;;;7,4;45,3;7,1;-1,2;5,9;0,6;6,5;;;
2019-08-22;32;2;26;8,7;22,5;31,1;16,0;47,1;;;10,1;57,3;10,6;-1,4;9,1;1,4;10,5;;;
2019-08-22;36;2;25;14,7;40,6;55,3;21,1;76,4;;;8,6;85,0;13,8;-0,3;13,5;0,4;13,9;;;
2019-09-18;6;2;2;3,4;18,1;21,4;8,9;30,3;;;6,4;36,7;2,4;0,5;2,9;0,2;3,1;;;
2019-09-18;13;2;20;7,1;16,6;23,8;4,8;28,6;;;7,1;35,6;3,2;-0,1;3,1;0,1;3,3;;;
2019-09-18;18;2;28;4,6;15,3;20,0;4,3;24,3;;;10,5;34,8;2,5;0,0;2,5;0,6;3,1;;;
2019-09-18;27;2;30;12,5;24,3;36,8;7,5;44,3;;;4,6;48,9;6,7;0,3;7,0;0,5;7,5;;;
2019-09-18;32;2;28;12,6;36,2;48,8;14,1;62,8;;;7,4;70,2;10,3;1,3;11,6;-0,3;11,3;;;
2019-09-18;34;2;27;16,7;50,0;66,7;21,8;88,5;;;19,6;108,1;12,5;0,8;13,3;2,6;15,9;;;
2019-09-18;657;2;0;11,6;10,1;21,8;8,3;30,1;;;2,2;32,3;2,0;0,4;2,5;0,0;2,4;;;
2019-10-23;6;2;8;6,2;22,1;28,3;3,1;31,4;;;3,9;35,3;2,4;0,1;2,6;0,5;3,1;;;
2019-10-23;13;2;25;5,3;16,3;21,6;4,1;25,7;;;11,0;36,7;2,6;0,1;2,8;0,3;3,1;;;
2019-10-23;18;2;31;4,9;18,0;22,9;2,1;25,0;;;11,0;36,0;2,2;0,1;2,3;0,2;2,6;;;
2019-10-23;27;2;29;8,6;21,1;29,7;7,4;37,1;;;8,8;45,9;5,9;0,1;6,0;0,6;6,6;;;
2019-10-23;32;2;29;9,6;35,6;45,3;15,4;60,7;;;5,4;66,0;9,2;0,3;9,4;0,3;9,7;;;
2019-10-23;36;2;27;11,2;65,6;76,8;18,8;95,7;;;14,4;110,1;12,1;1,4;13,5;0,6;14,2;;;
2019-10-23;657;2;0;20,5;19,8;40,3;8,3;48,5;;;1,7;50,3;2,2;0,6;2,8;-0,1;2,7;;;
2019-11-13;6;2;11;9,1;24,4;33,5;5,1;38,6;;;3,6;42,2;2,5;0,0;2,5;0,5;2,9;;;
2019-11-13;13;2;26;9,1;19,8;28,9;3,2;32,1;;;7,4;39,5;2,7;0,0;2,7;0,4;3,1;;;
2019-11-13;18;2;32;7,0;13,6;20,6;1,6;22,1;;;11,2;33,3;1,9;0,0;1,9;0,4;2,3;;;
2019-11-13;27;2;29;12,8;25,6;38,3;6,6;45,0;;;8,6;53,5;6,2;-0,1;6,1;0,6;6,7;;;
2019-11-13;32;2;28;14,9;63,3;78,2;14,6;92,8;;;7,4;100,2;10,6;0,4;11,0;0,8;11,8;;;
2019-11-13;34;2;27;16,3;87,8;104,1;21,6;125,7;;;11,0;136,6;12,1;0,5;12,7;0,9;13,6;;;
2019-11-13;657;2;0;12,2;28,0;40,2;7,2;47,4;;;1,5;48,9;2,0;0,4;2,5;0,1;2,6;;;
2019-12-05;18;2;29;14,0;15,3;29,3;3,6;32,8;;;5,6;38,5;2,5;0,3;2,8;0,2;2,9;;;
2019-12-05;27;2;29;17,3;33,6;50,9;6,2;57,1;;;6,4;63,5;6,2;0,1;6,3;0,4;6,7;;;
2019-12-05;32;2;28;23,6;48,7;72,3;9,1;81,4;;;4,4;85,8;7,0;0,9;7,9;-0,5;7,4;;;
2019-12-05;36;2;27;23,5;68,7;92,2;12,1;104,2;;;7,4;111,6;7,8;0,2;8,0;0,9;8,9;;;
2019-12-19;6;2;5;19,8;33,7;53,5;9,2;62,8;;;3,0;65,8;2,1;0,6;2,7;0,2;2,9;;;
2019-12-19;13;2;22;13,7;26,2;39,9;2,2;42,1;;;3,2;45,3;2,6;0,0;2,6;0,2;2,9;;;
2019-12-19;18;2;29;12,4;19,3;31,6;1,9;33,6;;;3,0;36,6;2,5;-0,1;2,4;0,1;2,5;;;
